primary_title,runtime_minutes,genres,average_rating,num_votes,directors,writers,studio,year,release_date,production_budget,domestic_gross,worldwide_gross,foreign_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western
The Secret Life of Walter Mitty,114.0,"['Adventure', 'Comedy', 'Drama']",7.3,275300.0,nm0001774,"nm0175726,nm0862122",Fox,2013,2013-12-25,91000000.0,58236838.0,187861183.0,129624345.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
A Walk Among the Tombstones,114.0,"['Action', 'Crime', 'Drama']",6.5,105116.0,nm0291082,"nm0088747,nm0291082",Uni.,2014,2014-09-19,28000000.0,26017685.0,62108587.0,36090902.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jurassic World,124.0,"['Action', 'Adventure', 'Sci-Fi']",7.0,539338.0,nm1119880,"nm0415425,nm0798646,nm1119880,nm2081046,nm0000341",Uni.,2015,2015-06-12,215000000.0,652270625.0,1648854864.0,996584239.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Rum Diary,119.0,"['Comedy', 'Drama']",6.2,94787.0,nm0732430,"nm0732430,nm0860219",FD,2011,2011-10-28,45000000.0,13109815.0,21544732.0,8434917.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Three Stooges,92.0,"['Comedy', 'Family']",5.1,28570.0,"nm0268380,nm0268370","nm0148808,nm0268370,nm0268380",Fox,2012,2012-04-13,30000000.0,44338224.0,54052249.0,9714025.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Tangled,100.0,"['Adventure', 'Animation', 'Comedy']",7.8,366366.0,"nm1977355,nm0397174","nm1557594,nm0342278,nm0342303",BV,2010,2010-11-24,260000000.0,200821936.0,586477240.0,385655304.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
John Carter,132.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,241792.0,nm0004056,"nm0004056,nm0028764,nm0149290,nm0123194",BV,2012,2012-03-09,275000000.0,73058679.0,282778100.0,209719421.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Dinner for Schmucks,114.0,['Comedy'],5.9,91546.0,nm0005366,"nm1115862,nm1911349,nm0891554",P/DW,2010,2010-07-30,69000000.0,73026337.0,86796502.0,13770165.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The A-Team,117.0,"['Action', 'Adventure', 'Thriller']",6.8,235256.0,nm0138620,"nm0138620,nm0089141,nm0940790,nm0526967,nm0004798",Fox,2010,2010-06-11,110000000.0,77222099.0,177241171.0,100019072.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Possession,92.0,"['Horror', 'Mystery', 'Thriller']",5.9,53649.0,nm0097079,"nm0925482,nm1757236,nm1340000",LGF,2012,2012-08-31,14000000.0,49130588.0,82925064.0,33794476.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Real Steel,127.0,"['Action', 'Drama', 'Family']",7.1,283534.0,nm0506613,"nm0309691,nm0319659,nm0505230,nm0558577",BV,2011,2011-10-07,110000000.0,85463309.0,263880341.0,178417032.0,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
The Giver,97.0,"['Drama', 'Romance', 'Sci-Fi']",6.5,104999.0,nm0637518,"nm2276729,nm0004332,nm0523342",Wein.,2014,2014-08-15,25000000.0,45090374.0,66540205.0,21449831.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
Toy Story 3,103.0,"['Adventure', 'Animation', 'Comedy']",8.3,682218.0,nm0881279,"nm0005124,nm0004056,nm0881279,nm1578335",BV,2010,2010-06-18,200000000.0,415004880.0,1068879522.0,653874642.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lincoln,150.0,"['Biography', 'Drama', 'History']",7.4,228701.0,nm0000229,"nm1065785,nm0329447",BV,2012,2012-11-09,65000000.0,182207973.0,273346281.0,91138308.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Scott Pilgrim vs. the World,112.0,"['Action', 'Comedy', 'Fantasy']",7.5,339338.0,nm0942367,"nm0045209,nm0942367,nm1854069",Uni.,2010,2010-08-13,85000000.0,31611316.0,48056764.0,16445448.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Puss in Boots,90.0,"['Action', 'Adventure', 'Animation']",6.6,133355.0,nm3735491,"nm1117226,nm0528244,nm0204030,nm0011470,nm0674518,nm0825738",P/DW,2011,2011-10-28,130000000.0,149260504.0,554987477.0,405726973.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wonder Woman,141.0,"['Action', 'Adventure', 'Fantasy']",7.5,487527.0,nm0420941,"nm0374302,nm0811583,nm0297229,nm0551376,nm4243936",WB,2017,2017-06-02,150000000.0,412563408.0,821133378.0,408569970.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Life of Pi,127.0,"['Adventure', 'Drama', 'Fantasy']",7.9,535836.0,nm0000487,"nm1674631,nm1341735",Fox,2012,2012-11-21,120000000.0,124987022.0,620912003.0,495924981.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
The Crazies,101.0,"['Horror', 'Thriller']",6.5,104465.0,nm0252135,"nm0466925,nm1242522,nm0001681",Over.,2010,2010-02-26,19000000.0,39123589.0,56445534.0,17321945.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
The Equalizer,132.0,"['Action', 'Crime', 'Thriller']",7.2,302302.0,nm0298807,"nm0921013,nm0805994,nm2030456",Sony,2014,2014-09-26,55000000.0,101530738.0,192903624.0,91372886.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Captain America: The First Avenger,124.0,"['Action', 'Adventure', 'Sci-Fi']",6.9,668137.0,nm0002653,"nm1321655,nm1321656,nm0800209,nm0456158",Par.,2011,2011-07-22,140000000.0,176654505.0,370569776.0,193915271.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Piranha 3D,88.0,"['Comedy', 'Horror']",5.4,81327.0,nm0014960,"nm1539257,nm0831457",W/Dim.,2010,2010-08-20,24000000.0,25003155.0,83660160.0,58657005.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Margaret,150.0,['Drama'],6.5,14708.0,nm0518836,nm0518836,FoxS,2011,2011-09-30,14000000.0,47185.0,623292.0,576107.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Tower Heist,104.0,"['Action', 'Comedy', 'Crime']",6.2,125102.0,nm0711840,"nm0177836,nm0171651,nm0341372,nm0622288,nm9195200",Uni.,2011,2011-11-04,85000000.0,78046570.0,150422946.0,72376376.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Smurfs,103.0,"['Adventure', 'Animation', 'Comedy']",5.5,77577.0,nm0331532,"nm0826425,nm0918955,nm0771065,nm0740115,nm0678963",Sony,2011,2011-07-29,110000000.0,142614158.0,563749323.0,421135165.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Mechanic,93.0,"['Action', 'Crime', 'Thriller']",6.6,141254.0,nm0922346,"nm0921013,nm0137573",CBS,2011,2011-01-28,42500000.0,29121498.0,76347393.0,47225895.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"Hail, Caesar!",106.0,"['Comedy', 'Drama', 'Music']",6.3,111422.0,"nm0001053,nm0001054","nm0001054,nm0001053",Uni.,2016,2016-02-05,22000000.0,30080225.0,64160680.0,34080455.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Unstoppable,98.0,"['Action', 'Thriller']",6.8,173019.0,nm0001716,nm0093560,Fox,2010,2010-11-12,95000000.0,81562942.0,165720921.0,84157979.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Tree of Life,139.0,"['Drama', 'Fantasy']",6.8,156266.0,nm0000517,nm0000517,FoxS,2011,2011-05-27,35000000.0,13305665.0,61721826.0,48416161.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Ant-Man,117.0,"['Action', 'Adventure', 'Comedy']",7.3,501213.0,nm0715636,"nm0942367,nm0180428,nm0570912,nm0748620,nm0498278,nm1293367,nm0456158",BV,2015,2015-07-17,130000000.0,180202163.0,518858449.0,338656286.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Season of the Witch,95.0,"['Action', 'Adventure', 'Fantasy']",5.4,85777.0,nm0784061,nm0776885,Rela.,2011,2011-01-07,40000000.0,24827228.0,91126600.0,66299372.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Losers,97.0,"['Action', 'Adventure', 'Crime']",6.4,83876.0,nm1234893,"nm0000916,nm0888743,nm2038618,nm3853840",WB,2010,2010-04-23,25000000.0,23591432.0,29863840.0,6272408.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hall Pass,105.0,"['Comedy', 'Romance']",5.9,113775.0,"nm0268370,nm0268380","nm0971919,nm0268380,nm0055937,nm0268370",WB (NL),2011,2011-02-25,68000000.0,45060734.0,87173475.0,42112741.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Croods,98.0,"['Action', 'Adventure', 'Animation']",7.2,176699.0,"nm0761498,nm0210320","nm0761498,nm0210320,nm0000092",Fox,2013,2013-03-22,135000000.0,187168425.0,573068425.0,385900000.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Tails,125.0,"['Action', 'Adventure', 'Drama']",5.9,31815.0,nm0376006,"nm0725983,nm1412298,nm4858733",Fox,2012,2012-01-20,58000000.0,49876377.0,50365498.0,489121.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Silence,161.0,"['Adventure', 'Drama', 'History']",7.2,85242.0,nm0000217,"nm0168379,nm0000217,nm0256870",Par.,2016,2016-12-23,46500000.0,7100177.0,23726626.0,16626449.0,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Something Borrowed,112.0,"['Comedy', 'Drama', 'Romance']",5.9,54314.0,nm0339004,"nm1646565,nm2808946",WB,2011,2011-05-06,35000000.0,39046489.0,65084116.0,26037627.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Tulip Fever,105.0,"['Drama', 'History', 'Romance']",6.2,15037.0,nm0149491,"nm0595738,nm0001779",Wein.,2017,2017-09-01,25000000.0,2455635.0,6792768.0,4337133.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
Furry Vengeance,92.0,"['Comedy', 'Family']",3.8,14700.0,nm0474955,"nm1678479,nm1404095",Sum.,2010,2010-04-30,35000000.0,17630465.0,39340177.0,21709712.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CHIPS,100.0,"['Action', 'Comedy', 'Crime']",6.0,37029.0,nm1009277,"nm0743121,nm1009277",WB,2017,2017-03-24,25000000.0,18600152.0,23190292.0,4590140.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ramona and Beezus,103.0,"['Adventure', 'Comedy', 'Family']",6.6,16086.0,nm0020491,"nm0185934,nm0701143,nm0165823",Fox,2010,2010-07-23,15000000.0,26167002.0,27469621.0,1302619.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rings,102.0,"['Drama', 'Horror', 'Mystery']",4.5,34151.0,nm1279573,"nm0521649,nm1096524,nm0326040,nm0840626",Par.,2017,2017-02-03,25000000.0,27793018.0,82917283.0,55124265.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
A Thousand Words,91.0,"['Comedy', 'Drama']",5.9,36387.0,nm0005367,nm0466175,P/DW,2012,2012-03-09,40000000.0,18450127.0,20790486.0,2340359.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Escape from Planet Earth,89.0,"['Adventure', 'Animation', 'Comedy']",5.9,23298.0,nm2117510,"nm1779809,nm2117510,nm0000410,nm0419486,nm0563243,nm0498555,nm0249897",Wein.,2013,2013-02-15,40000000.0,57012977.0,74156610.0,17143633.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
What's Your Number?,106.0,"['Comedy', 'Romance']",6.1,67922.0,nm0617042,"nm1271341,nm1000302,nm0188243",Fox,2011,2011-09-30,20000000.0,14011084.0,30163785.0,16152701.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Man of Steel,143.0,"['Action', 'Adventure', 'Sci-Fi']",7.1,647288.0,nm0811583,"nm0333060,nm0634240,nm0796950,nm0795975",WB,2013,2013-06-14,225000000.0,291045518.0,667999518.0,376954000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Drive,100.0,"['Crime', 'Drama']",7.8,521495.0,nm0716347,"nm0024925,nm2201245",FD,2011,2011-09-16,15000000.0,35060689.0,81357930.0,46297241.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Wolfman,103.0,"['Drama', 'Fantasy', 'Horror']",5.8,97873.0,nm0002653,"nm0001825,nm0783100,nm0802561",Uni.,2010,2010-02-12,150000000.0,62189884.0,142634358.0,80444474.0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
The Boxtrolls,96.0,"['Adventure', 'Animation', 'Comedy']",6.8,50763.0,"nm0030253,nm0820934","nm0109267,nm1106082,nm2223296,nm0820934,nm0197767,nm2280596",Focus,2014,2014-09-26,60000000.0,50837305.0,111946251.0,61108946.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Incredible Burt Wonderstone,100.0,"['Adventure', 'Comedy', 'Fantasy']",5.9,67549.0,nm0769135,"nm0326246,nm0197855,nm2226753,nm1624685",WB (NL),2013,2013-03-15,32000000.0,22537881.0,27392609.0,4854728.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Dallas Buyers Club,117.0,"['Biography', 'Drama']",8.0,402462.0,nm0885249,"nm1258965,nm2214893",Focus,2013,2013-11-01,5000000.0,27298285.0,60611845.0,33313560.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jack Reacher,130.0,"['Action', 'Crime', 'Thriller']",7.0,284547.0,nm0003160,"nm1676193,nm0003160",Par.,2012,2012-12-21,60000000.0,80070736.0,217370736.0,137300000.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
R.I.P.D.,96.0,"['Action', 'Adventure', 'Comedy']",5.6,109078.0,nm0777881,"nm0006534,nm0542062,nm0229694,nm0006997,nm9592688",Uni.,2013,2013-07-19,130000000.0,33618855.0,79076678.0,45457823.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clash of the Titans,106.0,"['Action', 'Adventure', 'Fantasy']",5.8,256176.0,nm0504642,"nm2012438,nm0006534,nm0542062,nm0189117",WB,2010,2010-04-01,125000000.0,163214888.0,493214888.0,330000000.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Thor,115.0,"['Action', 'Adventure', 'Fantasy']",7.0,683264.0,nm0000110,"nm1005420,nm0826714,nm0668309,nm0833089,nm0698873,nm0498278,nm1293367,nm0456158",Par.,2011,2011-05-06,150000000.0,181030624.0,449326618.0,268295994.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Warcraft,123.0,"['Action', 'Adventure', 'Fantasy']",6.9,225557.0,nm1512910,"nm0495378,nm1512910",Uni.,2016,2016-06-10,160000000.0,47225655.0,425522281.0,378296626.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
It's Kind of a Funny Story,101.0,"['Comedy', 'Drama', 'Romance']",7.1,125583.0,"nm0281396,nm1349818","nm1349818,nm0281396,nm2272408",Focus,2010,2010-10-08,8000000.0,6363628.0,6632950.0,269322.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Tooth Fairy,101.0,"['Comedy', 'Family', 'Fantasy']",5.0,37939.0,nm0501185,"nm0304665,nm0541632,nm0827985,nm0893262,nm0802020,nm0682063",Fox,2010,2010-01-22,48000000.0,60022256.0,112610386.0,52588130.0,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Jack and Jill,91.0,['Comedy'],3.3,71361.0,nm0240797,"nm0957840,nm0466175,nm0001191,nm0184445,nm0806912",Sony,2011,2011-11-11,79000000.0,74158157.0,150519217.0,76361060.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Take Me Home Tonight,97.0,"['Comedy', 'Drama', 'Romance']",6.3,48393.0,nm0236226,"nm0066851,nm0276882,nm0333410,nm2281415",Rela.,2011,2011-03-04,19000000.0,6928068.0,7576604.0,648536.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Percy Jackson & the Olympians: The Lightning Thief,118.0,"['Adventure', 'Family', 'Fantasy']",5.9,165108.0,nm0001060,"nm0864471,nm2292894",Fox,2010,2010-02-12,95000000.0,88768303.0,223050874.0,134282571.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
She's Out of My League,104.0,"['Comedy', 'Romance']",6.4,117245.0,nm1637768,"nm1890845,nm1898234",Par.,2010,2010-03-12,20000000.0,32010860.0,48680977.0,16670117.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Book Thief,131.0,"['Drama', 'War']",7.6,119023.0,nm1093053,"nm2295691,nm0678104",Fox,2013,2013-11-08,19000000.0,21488481.0,76086711.0,54598230.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Conan the Barbarian,113.0,"['Action', 'Adventure', 'Fantasy']",5.2,90834.0,nm1197971,"nm0232776,nm0649191,nm0393517,nm0397574",LGF,2011,2011-08-19,90000000.0,21295021.0,63356133.0,42061112.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Interstellar,169.0,"['Adventure', 'Drama', 'Sci-Fi']",8.6,1299334.0,nm0634240,"nm0634300,nm0634240",Par.,2014,2014-11-05,165000000.0,188017894.0,666379375.0,478361481.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
World War Z,116.0,"['Action', 'Adventure', 'Horror']",7.0,553751.0,nm0286975,"nm1996352,nm1206844,nm0511541,nm0833089,nm0112150",Par.,2013,2013-06-21,190000000.0,202359711.0,531514650.0,329154939.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Flipped,90.0,"['Comedy', 'Drama', 'Romance']",7.7,74937.0,nm0001661,"nm0001661,nm0770650,nm2300000",WB,2010,2010-08-06,14000000.0,1755212.0,4289993.0,2534781.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Valentine's Day,125.0,"['Comedy', 'Romance']",5.7,107171.0,nm0005190,"nm0297545,nm0463359,nm0799050",WB (NL),2010,2010-02-12,52000000.0,110485654.0,217569328.0,107083674.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Priest,87.0,"['Action', 'Adventure', 'Fantasy']",5.7,108320.0,nm0829820,"nm2309430,nm2312828",SGem,2011,2011-05-13,60000000.0,29136626.0,84154026.0,55017400.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Dracula Untold,92.0,"['Action', 'Drama', 'Fantasy']",6.3,164829.0,nm2411495,"nm1948885,nm2332952,nm0831290",Uni.,2014,2014-10-10,70000000.0,55991880.0,220241723.0,164249843.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Godzilla,123.0,"['Action', 'Adventure', 'Sci-Fi']",6.4,350687.0,nm2284484,"nm1440919,nm1709264,nm0393094,nm0613609,nm0443227,nm0001104,nm0333060",WB,2014,2014-05-16,160000000.0,200676069.0,529076069.0,328400000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Hotel Transylvania,91.0,"['Animation', 'Comedy', 'Family']",7.1,204571.0,nm0850733,"nm0063165,nm0806912,nm0244110,nm1087952,nm1156984",Sony,2012,2012-09-28,85000000.0,148313048.0,378505812.0,230192764.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Town,125.0,"['Crime', 'Drama', 'Thriller']",7.6,322524.0,nm0000255,"nm0185976,nm0000255,nm0830760,nm2353561",WB,2010,2010-09-17,37000000.0,92186262.0,152566881.0,60380619.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
The Kids Are All Right,106.0,"['Comedy', 'Drama', 'Romance']",7.0,120656.0,nm0158966,"nm0158966,nm0089742",Focus,2010,2010-07-09,4000000.0,20811365.0,36275469.0,15464104.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Hoodwinked Too! Hood vs. Evil,86.0,"['Animation', 'Comedy', 'Crime']",4.8,11281.0,nm1918538,"nm0249897,nm0250410,nm0498555,nm1918538,nm1444121",Wein.,2011,2011-04-29,30000000.0,10143779.0,23353111.0,13209332.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Epic,102.0,"['Adventure', 'Animation', 'Family']",6.7,95318.0,nm0917188,"nm0366337,nm0431622,nm0792092,nm0040022,nm0256079,nm0917188",Fox,2013,2013-05-24,100000000.0,107518682.0,262794441.0,155275759.0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mr. Peabody & Sherman,92.0,"['Adventure', 'Animation', 'Comedy']",6.8,57277.0,nm0591450,"nm0911599,nm1362905,nm0304830,nm0502073,nm0450774,nm0567112",Fox,2014,2014-03-07,145000000.0,111506430.0,269806430.0,158300000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
My Soul to Take,107.0,"['Horror', 'Mystery', 'Thriller']",4.8,18381.0,nm0000127,nm0000127,Uni.,2010,2010-10-08,25000000.0,14744435.0,16727470.0,1983035.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Red State,88.0,"['Action', 'Crime', 'Horror']",6.2,59266.0,nm0003620,nm0003620,SMod,2011,2011-09-23,4000000.0,1065429.0,1983596.0,918167.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Please Give,87.0,"['Comedy', 'Drama']",6.6,10652.0,nm0392237,nm0392237,SPC,2010,2010-04-30,3000000.0,4033574.0,4570178.0,536604.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Eat Pray Love,133.0,"['Drama', 'Romance']",5.8,77709.0,nm0614682,"nm0614682,nm0759022,nm2418691",Sony,2010,2010-08-13,60000000.0,80574010.0,206598789.0,126024779.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sanctum,108.0,"['Adventure', 'Drama', 'Thriller']",5.9,51318.0,nm0340958,"nm2510763,nm1337757",Uni.,2011,2011-02-04,30000000.0,23209310.0,108957098.0,85747788.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Snitch,112.0,"['Action', 'Drama', 'Thriller']",6.5,78142.0,nm0006846,"nm1244808,nm0006846",LG/S,2013,2013-02-22,15000000.0,42930462.0,57907734.0,14977272.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
The Wedding Ringer,101.0,['Comedy'],6.7,66893.0,nm1275670,"nm1275670,nm1191891",SGem,2015,2015-01-16,23000000.0,64460211.0,80171596.0,15711385.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Switch,101.0,"['Comedy', 'Drama', 'Romance']",6.1,90661.0,"nm0330347,nm0817447","nm0262325,nm1615610",Mira.,2010,2010-08-20,19000000.0,27758465.0,49858465.0,22100000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Letters to Juliet,105.0,"['Adventure', 'Comedy', 'Drama']",6.6,86137.0,nm0935095,"nm1433580,nm0003201",Sum.,2010,2010-05-14,30000000.0,53032453.0,82148538.0,29116085.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
How to Train Your Dragon,98.0,"['Action', 'Adventure', 'Animation']",8.1,611299.0,"nm0761498,nm0213450","nm0204030,nm0213450,nm0761498,nm2441763,nm0405190,nm1104057",P/DW,2010,2010-03-26,165000000.0,217581232.0,494870992.0,277289760.0,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shrek Forever After,93.0,"['Adventure', 'Animation', 'Comedy']",6.3,167532.0,nm0593610,"nm0825308,nm0458441,nm0501359,nm0011470,nm0254645,nm0744429,nm0776107,nm0794252,nm0830294,nm2593444",P/DW,2010,2010-05-21,165000000.0,238736787.0,756244673.0,517507886.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Hobbit: An Unexpected Journey,169.0,"['Adventure', 'Family', 'Fantasy']",7.9,719629.0,nm0001392,"nm0909638,nm0101991,nm0001392,nm0868219,nm0866058",WB (NL),2012,2012-12-14,250000000.0,303003568.0,1017003568.0,714000000.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
The Thing,103.0,"['Horror', 'Mystery', 'Sci-Fi']",6.2,111900.0,nm0374048,"nm2104063,nm0132168",Uni.,2011,2011-10-14,38000000.0,16999934.0,27573078.0,10573144.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
The Legend of Tarzan,110.0,"['Action', 'Adventure', 'Drama']",6.3,150154.0,nm0946734,"nm3092414,nm0108132,nm0123194",WB,2016,2016-07-01,180000000.0,126643061.0,348902025.0,222258964.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Rabbit Hole,91.0,['Drama'],7.0,45357.0,nm0593463,nm1865755,LGF,2010,2010-12-17,5000000.0,2229058.0,6205034.0,3975976.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Last Airbender,103.0,"['Action', 'Adventure', 'Family']",4.1,137734.0,nm0796117,nm0796117,Par.,2010,2010-07-01,150000000.0,131772187.0,319713881.0,187941694.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Salt,100.0,"['Action', 'Mystery', 'Thriller']",6.4,277204.0,nm0637518,nm0934483,Sony,2010,2010-07-23,130000000.0,118311368.0,290650494.0,172339126.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
