primary_title,runtime_minutes,genres,average_rating,num_votes,directors,writers,studio,year,release_date,production_budget,domestic_gross,worldwide_gross,foreign_gross,action,adventure,animation,biography,comedy,crime,documentary,drama,family,fantasy,history,horror,music,musical,mystery,romance,sci_fi,sport,thriller,war,western
We're the Millers,110.0,"['Comedy', 'Crime']",7.0,371759.0,nm1098493,"nm1462097,nm0264520,nm1890845,nm1898234",WB (NL),2013,2013-08-07,37000000.0,150394119.0,267816276.0,117422157.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shame,101.0,['Drama'],7.2,171353.0,nm2588606,"nm2588606,nm0604448,nm0543283",FoxS,2011,2011-12-02,6500000.0,4002293.0,20412841.0,16410548.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Before I Go to Sleep,92.0,"['Drama', 'Horror', 'Mystery']",6.3,64684.0,nm0423626,"nm0423626,nm4081356",CE,2014,2014-10-31,22000000.0,3242457.0,19563579.0,16321122.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False
The Way Way Back,103.0,"['Comedy', 'Drama']",7.4,132642.0,"nm0269542,nm0711110","nm0269542,nm0711110",FoxS,2013,2013-07-05,5000000.0,21502690.0,26853810.0,5351120.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Scouts Guide to the Zombie Apocalypse,93.0,"['Action', 'Comedy', 'Horror']",6.3,40479.0,nm0484907,"nm0933144,nm0595088,nm0484907,nm0931185",Par.,2015,2015-10-30,15000000.0,3703046.0,15554855.0,11851809.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Bohemian Rhapsody,134.0,"['Biography', 'Drama', 'Music']",8.0,345466.0,nm0001741,"nm0565026,nm0604948",Fox,2018,2018-11-02,55000000.0,216303339.0,894985342.0,678682003.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Darling Companion,103.0,"['Comedy', 'Drama', 'Romance']",5.1,3085.0,nm0001410,"nm0440462,nm0001410",SPC,2012,2012-04-20,12000000.0,793352.0,1200346.0,406994.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Zookeeper's Wife,127.0,"['Biography', 'Drama', 'History']",7.0,32056.0,nm0138927,"nm0941453,nm2430979",Focus,2017,2017-03-31,20000000.0,17445186.0,26308749.0,8863563.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Ender's Game,114.0,"['Action', 'Adventure', 'Fantasy']",6.6,211722.0,nm0004303,"nm0004303,nm0136298",LG/S,2013,2013-11-01,110000000.0,61737191.0,127983283.0,66246092.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Snow White and the Huntsman,127.0,"['Action', 'Adventure', 'Drama']",6.1,258938.0,nm2782185,"nm2489193,nm0359387,nm0024925",Uni.,2012,2012-06-01,170000000.0,155136755.0,401021746.0,245884991.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Jersey Boys,134.0,"['Biography', 'Drama', 'Music']",6.8,30410.0,nm0000142,"nm0108613,nm5014092",WB,2014,2014-06-20,40000000.0,47047013.0,65282732.0,18235719.0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Sabotage,109.0,"['Action', 'Crime', 'Drama']",5.7,55597.0,nm0043742,"nm0940790,nm0043742",ORF,2014,2014-03-28,35000000.0,10508518.0,18376443.0,7867925.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
I Don't Know How She Does It,89.0,"['Comedy', 'Romance']",4.9,18552.0,nm0569790,"nm0112459,nm1308026",Wein.,2011,2011-09-16,24000000.0,9659074.0,24474463.0,14815389.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Moonrise Kingdom,94.0,"['Adventure', 'Comedy', 'Drama']",7.8,291750.0,nm0027572,"nm0027572,nm0178910",Focus,2012,2012-05-25,16000000.0,45512466.0,68848446.0,23335980.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Lights,114.0,"['Drama', 'Fantasy', 'Horror']",6.2,55287.0,nm0181579,nm0181579,MNE,2012,2012-07-13,17700000.0,49521.0,14518884.0,14469363.0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
The Collection,82.0,"['Action', 'Horror', 'Thriller']",6.1,42256.0,nm1729303,"nm1733317,nm1729303",LD,2012,2012-11-30,10000000.0,6810754.0,8890094.0,2079340.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
A Dog's Purpose,100.0,"['Adventure', 'Comedy', 'Drama']",7.1,53805.0,nm0002120,"nm1240326,nm0585243,nm0920108,nm0285379,nm0938645",Uni.,2017,2017-01-27,25000000.0,64321890.0,203671625.0,139349735.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Like Crazy,86.0,"['Drama', 'Romance']",6.7,55841.0,nm2035886,"nm2035886,nm1726378",ParV,2011,2011-10-28,250000.0,3395391.0,3728400.0,333009.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Snowman,119.0,"['Crime', 'Drama', 'Mystery']",5.1,47890.0,nm0019247,"nm1661186,nm0024925,nm0841003,nm1867674",Uni.,2017,2017-10-20,35000000.0,6670765.0,43226146.0,36555381.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
This Is 40,134.0,"['Comedy', 'Romance']",6.2,118862.0,nm0031976,nm0031976,Uni.,2012,2012-12-21,35000000.0,67544505.0,90221182.0,22676677.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The First Time,95.0,"['Comedy', 'Drama', 'Romance']",6.9,62589.0,nm0440459,nm0440459,Gold.,2012,2012-10-19,2000000.0,17061.0,17061.0,0.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Arbitrage,107.0,"['Drama', 'Thriller']",6.6,46774.0,nm1906430,nm1906430,RAtt.,2012,2012-09-14,12000000.0,7919574.0,35830713.0,27911139.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Killing Them Softly,97.0,"['Crime', 'Thriller']",6.2,124086.0,nm0231596,"nm0231596,nm0383389",Wein.,2012,2012-11-30,15000000.0,14945541.0,39238443.0,24292902.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Expendables 2,103.0,"['Action', 'Adventure', 'Thriller']",6.6,277584.0,nm0922346,"nm0921013,nm0000230,nm0442190,nm0013234,nm1709264",LGF,2012,2012-08-17,100000000.0,85028192.0,311979256.0,226951064.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apollo 18,86.0,"['Horror', 'Mystery', 'Sci-Fi']",5.2,51427.0,nm1018426,"nm2921766,nm2309430",W/Dim.,2011,2011-09-02,5000000.0,17686929.0,26517819.0,8830890.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
Danny Collins,106.0,"['Biography', 'Comedy', 'Drama']",7.0,27435.0,nm1557594,nm1557594,BST,2015,2015-03-20,10000000.0,5637066.0,8465845.0,2828779.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Wreck-It Ralph,101.0,"['Adventure', 'Animation', 'Comedy']",7.7,344496.0,nm0601781,"nm0601781,nm1601882,nm0714114,nm1601644,nm0000604,nm0505946,nm2972864",BV,2012,2012-11-02,165000000.0,189412677.0,496511521.0,307098844.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Paranormal Activity 3,83.0,"['Horror', 'Mystery', 'Thriller']",5.8,85689.0,"nm1413364,nm1160962","nm0484907,nm2305431",Par.,2011,2011-10-21,5000000.0,104028807.0,207039844.0,103011037.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Anna Karenina,129.0,"['Drama', 'Romance']",6.6,84668.0,nm0942504,"nm0001779,nm0866243",Focus,2012,2012-11-16,49000000.0,12816367.0,71004627.0,58188260.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Hands of Stone,111.0,"['Action', 'Biography', 'Drama']",6.6,12851.0,nm1189755,nm1189755,Wein.,2016,2016-08-26,20000000.0,4712792.0,5031975.0,319183.0,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
No Escape,103.0,"['Action', 'Thriller']",6.8,70222.0,nm0235719,"nm0235719,nm1803105",Wein.,2015,2015-08-26,5000000.0,27288872.0,42844516.0,15555644.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pirates of the Caribbean: Dead Men Tell No Tales,129.0,"['Action', 'Adventure', 'Fantasy']",6.6,228592.0,"nm1461392,nm1650283","nm0622288,nm0744429,nm0254645,nm0064181,nm0938684",BV,2017,2017-05-26,230000000.0,172558876.0,788241137.0,615682261.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Maze Runner,113.0,"['Action', 'Mystery', 'Sci-Fi']",6.8,387038.0,nm1226871,"nm3834300,nm2233127,nm2385905,nm4212895",Fox,2014,2014-09-19,34000000.0,102427862.0,348319861.0,245891999.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Zero Dark Thirty,157.0,"['Drama', 'Thriller']",7.4,251072.0,nm0000941,nm1676793,Sony,2012,2012-12-19,52500000.0,95720716.0,134612435.0,38891719.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
The Campaign,85.0,['Comedy'],6.1,118678.0,nm0005366,"nm0376260,nm3347197,nm0570912",WB,2012,2012-08-10,95000000.0,86907746.0,104907746.0,18000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inherent Vice,148.0,"['Comedy', 'Crime', 'Drama']",6.7,83346.0,nm0000759,"nm0000759,nm1535410",WB,2014,2014-12-12,20000000.0,8110975.0,14772346.0,6661371.0,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Cirque du Soleil: Worlds Away,91.0,['Fantasy'],6.8,7643.0,nm0011470,nm0011470,Par.,2012,2012-12-21,25000000.0,12512862.0,28012862.0,15500000.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Rudderless,105.0,"['Comedy', 'Drama', 'Music']",7.5,16303.0,nm0000513,"nm3722800,nm5369674,nm0000513",Gold.,2014,2014-10-17,5000000.0,56001.0,567219.0,511218.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Southpaw,124.0,"['Drama', 'Sport']",7.4,199783.0,nm0298807,nm1176676,Wein.,2015,2015-07-24,30000000.0,52421953.0,94156456.0,41734503.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
American Hustle,138.0,"['Crime', 'Drama']",7.2,418221.0,nm0751102,"nm2545235,nm0751102",Sony,2013,2013-12-13,40000000.0,150117807.0,257878294.0,107760487.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
That Awkward Moment,94.0,"['Comedy', 'Romance']",6.2,92148.0,nm3230448,nm3230448,Focus,2014,2014-01-31,8000000.0,26068955.0,53068955.0,27000000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Step Up Revolution,99.0,"['Drama', 'Music', 'Romance']",6.5,51295.0,nm1228976,"nm5177729,nm0012137",LG/S,2012,2012-07-27,33000000.0,35074677.0,165552290.0,130477613.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
Gotti,112.0,"['Biography', 'Crime', 'Drama']",4.8,10358.0,nm0175305,"nm0744235,nm0229644",VE,2018,2018-06-15,10000000.0,4286367.0,6089100.0,1802733.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Unbroken,137.0,"['Biography', 'Drama', 'Sport']",7.2,129981.0,nm0001401,"nm0001054,nm0001053,nm0481418,nm0629933,nm1227780",Uni.,2014,2014-12-25,65000000.0,115637895.0,163527824.0,47889929.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Little Boy,106.0,"['Drama', 'History', 'War']",7.4,20945.0,nm1920049,"nm1920049,nm2433864",ORF,2015,2015-04-24,20000000.0,6485961.0,17769299.0,11283338.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
Admission,107.0,"['Comedy', 'Drama', 'Romance']",5.7,31849.0,nm0919369,"nm0188733,nm5067996",Focus,2013,2013-03-22,13000000.0,18007317.0,18733666.0,726349.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
After Earth,100.0,"['Action', 'Adventure', 'Drama']",4.8,181687.0,nm0796117,"nm1729428,nm0796117,nm0000226",Sony,2013,2013-05-31,130000000.0,60522097.0,251499665.0,190977568.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Nebraska,115.0,"['Adventure', 'Comedy', 'Drama']",7.7,105304.0,nm0668247,nm1504572,Par.,2013,2013-11-15,12000000.0,17654912.0,24761360.0,7106448.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Nut Job,85.0,"['Adventure', 'Animation', 'Comedy']",5.7,24587.0,nm0503259,"nm0503259,nm0131661,nm5371827,nm0715257",ORF,2014,2014-01-17,30000000.0,64251538.0,122529966.0,58278428.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RED 2,116.0,"['Action', 'Comedy', 'Crime']",6.6,148846.0,nm0661751,"nm0388377,nm0388375,nm1979137,nm1216642",LG/S,2013,2013-07-19,84000000.0,53262560.0,141507355.0,88244795.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Annie,118.0,"['Comedy', 'Drama', 'Family']",5.3,31241.0,nm0323239,"nm0323239,nm0112459,nm0576070,nm0336675",Sony,2014,2014-12-19,65000000.0,85911262.0,139829625.0,53918363.0,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Chappie,120.0,"['Action', 'Crime', 'Drama']",6.8,213733.0,nm0088955,"nm0088955,nm2833612",Sony,2015,2015-03-06,49000000.0,31569268.0,105002056.0,73432788.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Black Panther,134.0,"['Action', 'Adventure', 'Sci-Fi']",7.3,516148.0,nm3363032,"nm3363032,nm1963288,nm0498278,nm0456158",BV,2018,2018-02-16,200000000.0,700059566.0,1348258224.0,648198658.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
About Last Night,100.0,"['Comedy', 'Romance']",6.1,21078.0,nm0684336,"nm2853516,nm0443730,nm0213932,nm0000519",SGem,2014,2014-02-14,13000000.0,48637684.0,50445860.0,1808176.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dhoom 3,172.0,"['Action', 'Thriller']",5.4,40466.0,nm1715502,"nm1715502,nm0159147",Yash,2013,2013-12-20,24000000.0,8031955.0,11723620.0,3691665.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Fifth Estate,128.0,"['Biography', 'Drama', 'Thriller']",6.2,36392.0,nm0174374,"nm4240689,nm3859582,nm4816469,nm1802857",BV,2013,2013-10-18,26000000.0,3254172.0,6154172.0,2900000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Winter's Tale,118.0,"['Drama', 'Fantasy', 'Mystery']",6.2,49077.0,nm0326040,"nm0326040,nm4311444",WB,2014,2014-02-14,60000000.0,12600231.0,29575033.0,16974802.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Divergent,139.0,"['Action', 'Adventure', 'Mystery']",6.7,399703.0,nm1139726,"nm2489193,nm0961827,nm4316121",LG/S,2014,2014-03-21,85000000.0,150947895.0,276014965.0,125067070.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
The Words,102.0,"['Drama', 'Mystery', 'Romance']",7.1,70308.0,"nm0460206,nm1600872","nm0460206,nm1600872",CBS,2012,2012-09-07,6000000.0,11494838.0,16369708.0,4874870.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Captain America: The Winter Soldier,136.0,"['Action', 'Adventure', 'Sci-Fi']",7.8,666252.0,"nm0751577,nm0751648","nm1321655,nm1321656,nm0800209,nm0456158,nm1591737,nm3090268,nm6624843",BV,2014,2014-04-04,170000000.0,259746958.0,714401889.0,454654931.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Sisters,118.0,['Comedy'],6.0,58994.0,nm0601337,nm0996134,Uni.,2015,2015-12-18,30000000.0,87044645.0,106030660.0,18986015.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Django Unchained,165.0,"['Drama', 'Western']",8.4,1211405.0,nm0000233,nm0000233,Wein.,2012,2012-12-25,100000000.0,162805434.0,449948323.0,287142889.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Percy Jackson: Sea of Monsters,106.0,"['Adventure', 'Family', 'Fantasy']",5.8,102313.0,nm0294457,"nm0973233,nm2292894",Fox,2013,2013-08-07,90000000.0,68559554.0,200859554.0,132300000.0,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
End of Watch,109.0,"['Action', 'Crime', 'Drama']",7.6,211308.0,nm0043742,nm0043742,ORF,2012,2012-09-21,15000000.0,41003371.0,57586606.0,16583235.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Resident Evil: Retribution,95.0,"['Action', 'Horror', 'Sci-Fi']",5.4,125191.0,nm0027271,nm0027271,SGem,2012,2012-09-14,65000000.0,42345531.0,240647629.0,198302098.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Blade Runner 2049,164.0,"['Drama', 'Mystery', 'Sci-Fi']",8.0,376241.0,nm0898288,"nm0266684,nm0338169,nm0001140",WB,2017,2017-10-06,185000000.0,92054159.0,259357408.0,167303249.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
To Rome with Love,112.0,"['Comedy', 'Music', 'Romance']",6.3,79381.0,nm0000095,nm0000095,SPC,2012,2012-06-22,21500000.0,16684352.0,74326015.0,57641663.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
Dirty Grandpa,102.0,['Comedy'],5.9,101393.0,nm0563243,nm4544229,LGF,2016,2016-01-22,11500000.0,35593113.0,105078449.0,69485336.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Turbo,96.0,"['Adventure', 'Animation', 'Comedy']",6.4,74639.0,nm1659741,"nm0501359,nm1557909,nm1659741",Fox,2013,2013-07-17,135000000.0,83028130.0,286896578.0,203868448.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deepwater Horizon,107.0,"['Action', 'Drama', 'History']",7.1,133303.0,nm0000916,"nm1996352,nm2373271,nm2417866,nm8341682,nm8341683",LG/S,2016,2016-09-30,156000000.0,61433527.0,122603824.0,61170297.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Safety Not Guaranteed,86.0,"['Comedy', 'Drama', 'Romance']",7.0,111907.0,nm1119880,nm2081046,FD,2012,2012-06-08,750000.0,4010957.0,4422318.0,411361.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
The Sessions,95.0,"['Biography', 'Comedy', 'Drama']",7.2,39731.0,nm0506802,"nm0506802,nm0639694",FoxS,2012,2012-10-19,1000000.0,6002451.0,11495204.0,5492753.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The East,116.0,"['Adventure', 'Drama', 'Thriller']",6.8,46804.0,nm2610231,"nm2610231,nm1779870",FoxS,2013,2013-05-31,6500000.0,2274649.0,3027956.0,753307.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Won't Back Down,121.0,['Drama'],6.4,5915.0,nm1400426,"nm1067779,nm1400426",Fox,2012,2012-09-28,19000000.0,5310554.0,5745503.0,434949.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
The Amazing Spider-Man 2,142.0,"['Action', 'Adventure', 'Sci-Fi']",6.6,388363.0,nm1989536,"nm0476064,nm0649460,nm0684374,nm0888743,nm0498278,nm0228492",Sony,2014,2014-05-02,200000000.0,202853933.0,708996336.0,506142403.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Judge,141.0,"['Crime', 'Drama']",7.4,162952.0,nm0229694,"nm1010405,nm4057793,nm0229694",WB,2014,2014-10-10,50000000.0,47119388.0,76119388.0,29000000.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Sparkle,116.0,"['Drama', 'Music']",5.7,5643.0,nm0015328,"nm0015327,nm0001708,nm0742651",TriS,2012,2012-08-17,10000000.0,24397469.0,24660323.0,262854.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
X-Men: Days of Future Past,132.0,"['Action', 'Adventure', 'Sci-Fi']",8.0,620079.0,nm0001741,"nm1334526,nm0963359,nm0891216,nm0456158,nm0498278",Fox,2014,2014-05-23,200000000.0,233921534.0,747862775.0,513941241.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
The Darkness,92.0,"['Horror', 'Thriller']",4.4,12435.0,nm0572562,"nm0572562,nm2453858,nm1324960",BH Tilt,2016,2016-05-13,4000000.0,10753574.0,10898293.0,144719.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
The Edge of Seventeen,104.0,"['Comedy', 'Drama']",7.3,87602.0,nm2609807,nm2609807,STX,2016,2016-11-18,9000000.0,14431633.0,19096003.0,4664370.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Maggie,95.0,"['Drama', 'Horror']",5.6,38671.0,nm3918746,nm4401747,RAtt.,2015,2015-05-08,4500000.0,187112.0,1027760.0,840648.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Redemption,100.0,"['Action', 'Crime', 'Drama']",6.2,61317.0,nm1140275,nm1140275,RAtt.,2013,2013-06-28,23000000.0,36686.0,13593473.0,13556787.0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Spotlight,129.0,"['Crime', 'Drama']",8.1,365110.0,nm0565336,"nm1802857,nm0565336",ORF,2015,2015-11-06,20000000.0,45055776.0,92088460.0,47032684.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Parker,118.0,"['Action', 'Crime', 'Thriller']",6.2,105529.0,nm0000431,"nm0572352,nm0922799",FD,2013,2013-01-25,35000000.0,17616641.0,48543388.0,30926747.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Flight,138.0,"['Drama', 'Thriller']",7.3,303009.0,nm0000709,nm0309691,Par.,2012,2012-11-02,31000000.0,93772375.0,160558438.0,66786063.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
The Call,94.0,"['Crime', 'Drama', 'Horror']",6.7,103780.0,nm0026442,"nm0006902,nm5460828,nm0092578",TriS,2013,2013-03-15,12800000.0,51872378.0,69821476.0,17949098.0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Penguins of Madagascar,92.0,"['Adventure', 'Animation', 'Comedy']",6.7,72551.0,"nm0971239,nm0201509","nm1685000,nm1595526,nm1725022,nm0774786,nm2523794,nm0123666,nm0201509,nm0569891,nm1129905",Fox,2014,2014-11-26,132000000.0,83350911.0,366942531.0,283591620.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Magic Mike,110.0,"['Comedy', 'Drama']",6.1,123955.0,nm0001752,nm1730221,WB,2012,2012-06-29,7000000.0,113721571.0,170549753.0,56828182.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Bachelorette,87.0,"['Comedy', 'Romance']",5.3,43131.0,nm2853516,nm2853516,RTWC,2012,2012-09-07,3000000.0,446770.0,12577401.0,12130631.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pompeii,105.0,"['Action', 'Adventure', 'Drama']",5.5,100467.0,nm0027271,"nm0060760,nm0060761,nm3467335",TriS,2014,2014-02-21,80000000.0,23169033.0,108469033.0,85300000.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Glee: The 3D Concert Movie,84.0,"['Documentary', 'Music']",5.4,5449.0,"nm0036496,nm1160495","nm0107302,nm1004299,nm0614682",Fox,2011,2011-08-12,9000000.0,11862398.0,17462398.0,5600000.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sinister,110.0,"['Horror', 'Mystery', 'Thriller']",6.8,198345.0,nm0220600,"nm0220600,nm1803036",LG/S,2012,2012-10-12,3000000.0,48086903.0,87727807.0,39640904.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Trance,101.0,"['Crime', 'Drama', 'Mystery']",6.9,104951.0,nm0000965,"nm0013878,nm0388076",FoxS,2013,2013-04-05,16000000.0,2322593.0,22594052.0,20271459.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Let's Be Cops,104.0,"['Comedy', 'Crime']",6.4,121633.0,nm0339004,"nm0339004,nm1242846",Fox,2014,2014-08-13,17000000.0,82390774.0,136890774.0,54500000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heaven Is for Real,99.0,"['Biography', 'Drama', 'Family']",5.8,24267.0,nm0908824,"nm0908824,nm0662134,nm4455796,nm3004527",TriS,2014,2014-04-16,12000000.0,91386097.0,100916299.0,9530202.0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
The Big Wedding,89.0,"['Comedy', 'Drama', 'Romance']",5.6,44221.0,nm0951698,"nm0951698,nm0111379,nm0837141",LGF,2013,2013-04-26,32500000.0,21819348.0,48425971.0,26606623.0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Seven Psychopaths,110.0,"['Comedy', 'Crime']",7.2,223493.0,nm1732981,nm1732981,CBS,2012,2012-10-12,13500000.0,15024049.0,33035736.0,18011687.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miss Peregrine's Home for Peculiar Children,127.0,"['Adventure', 'Drama', 'Fantasy']",6.7,140619.0,nm0000318,"nm2207353,nm0963359",Fox,2016,2016-09-30,110000000.0,87242834.0,295986876.0,208744042.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
